"Time (CET/CEST)","Day-ahead Total Load Forecast [MW] - Poland (PL)","Actual Total Load [MW] - Poland (PL)"
"12.05.2024 19:00 - 12.05.2024 20:00","16728","17508"
"12.05.2024 20:00 - 12.05.2024 21:00","17262","17514"
"12.05.2024 21:00 - 12.05.2024 22:00","17043","17398"
"12.05.2024 22:00 - 12.05.2024 23:00","16076","16374"
"12.05.2024 23:00 - 13.05.2024 00:00","14893","15130"
"13.05.2024 00:00 - 13.05.2024 01:00","14432","14242"
"13.05.2024 01:00 - 13.05.2024 02:00","13795","13881"
"13.05.2024 02:00 - 13.05.2024 03:00","13558","13717"
"13.05.2024 03:00 - 13.05.2024 04:00","13669","13840"
"13.05.2024 04:00 - 13.05.2024 05:00","13929","14002"
"13.05.2024 05:00 - 13.05.2024 06:00","15774","14793"
"13.05.2024 06:00 - 13.05.2024 07:00","18685","17440"
"13.05.2024 07:00 - 13.05.2024 08:00","20113","19461"
"13.05.2024 08:00 - 13.05.2024 09:00","20323","20139"
"13.05.2024 09:00 - 13.05.2024 10:00","20076","19772"
"13.05.2024 10:00 - 13.05.2024 11:00","19282","19256"
"13.05.2024 11:00 - 13.05.2024 12:00","19165","19538"
"13.05.2024 12:00 - 13.05.2024 13:00","19315","19617"
"13.05.2024 13:00 - 13.05.2024 14:00","19363","19543"
"13.05.2024 14:00 - 13.05.2024 15:00","19261","19376"
"13.05.2024 15:00 - 13.05.2024 16:00","19522","19726"
"13.05.2024 16:00 - 13.05.2024 17:00","19885","20217"
"13.05.2024 17:00 - 13.05.2024 18:00","20228","20936"
"13.05.2024 18:00 - 13.05.2024 19:00","20562","21540"
"13.05.2024 19:00 - 13.05.2024 20:00","20977","21506"
"13.05.2024 20:00 - 13.05.2024 21:00","21265","21352"
"13.05.2024 21:00 - 13.05.2024 22:00","20931","20544"
"13.05.2024 22:00 - 13.05.2024 23:00","18880","18692"
"13.05.2024 23:00 - 14.05.2024 00:00","17434","17322"
"14.05.2024 00:00 - 14.05.2024 01:00","16187","16244"
"14.05.2024 01:00 - 14.05.2024 02:00","15602","15633"
"14.05.2024 02:00 - 14.05.2024 03:00","15216","15318"
"14.05.2024 03:00 - 14.05.2024 04:00","15279","15375"
"14.05.2024 04:00 - 14.05.2024 05:00","15640","15418"
"14.05.2024 05:00 - 14.05.2024 06:00","16587","15930"
"14.05.2024 06:00 - 14.05.2024 07:00","19306","18315"
"14.05.2024 07:00 - 14.05.2024 08:00","20301","20164"
"14.05.2024 08:00 - 14.05.2024 09:00","20428","20580"
"14.05.2024 09:00 - 14.05.2024 10:00","20192","20195"
"14.05.2024 10:00 - 14.05.2024 11:00","19257","19538"
"14.05.2024 11:00 - 14.05.2024 12:00","19312","19648"
"14.05.2024 12:00 - 14.05.2024 13:00","19605","19728"
"14.05.2024 13:00 - 14.05.2024 14:00","19662","19541"
"14.05.2024 14:00 - 14.05.2024 15:00","19291","19551"
"14.05.2024 15:00 - 14.05.2024 16:00","19747","19833"
"14.05.2024 16:00 - 14.05.2024 17:00","20156","20033"
"14.05.2024 17:00 - 14.05.2024 18:00","20377","20329"
"14.05.2024 18:00 - 14.05.2024 19:00","20740","20495"
"14.05.2024 19:00 - 14.05.2024 20:00","21110","21106"
"14.05.2024 20:00 - 14.05.2024 21:00","21309","21382"
"14.05.2024 21:00 - 14.05.2024 22:00","20844","20493"
"14.05.2024 22:00 - 14.05.2024 23:00","18930","18817"
"14.05.2024 23:00 - 15.05.2024 00:00","17368","17214"
"15.05.2024 00:00 - 15.05.2024 01:00","16007","16079"
"15.05.2024 01:00 - 15.05.2024 02:00","15420","15473"
"15.05.2024 02:00 - 15.05.2024 03:00","15033","15148"
"15.05.2024 03:00 - 15.05.2024 04:00","15093","15056"
"15.05.2024 04:00 - 15.05.2024 05:00","15449","15153"
"15.05.2024 05:00 - 15.05.2024 06:00","16392","15600"
"15.05.2024 06:00 - 15.05.2024 07:00","19119","17881"
"15.05.2024 07:00 - 15.05.2024 08:00","20133","19864"
"15.05.2024 08:00 - 15.05.2024 09:00","20245","20402"
"15.05.2024 09:00 - 15.05.2024 10:00","19951","19790"
"15.05.2024 10:00 - 15.05.2024 11:00","18961","19434"
"15.05.2024 11:00 - 15.05.2024 12:00","18955","19636"
"15.05.2024 12:00 - 15.05.2024 13:00","19233","19674"
"15.05.2024 13:00 - 15.05.2024 14:00","19226","19540"
"15.05.2024 14:00 - 15.05.2024 15:00","18824","19289"
"15.05.2024 15:00 - 15.05.2024 16:00","19293","19561"
"15.05.2024 16:00 - 15.05.2024 17:00","19761","19914"
"15.05.2024 17:00 - 15.05.2024 18:00","20062","20467"
"15.05.2024 18:00 - 15.05.2024 19:00","20524","21113"
"15.05.2024 19:00 - 15.05.2024 20:00","20962","21185"
"15.05.2024 20:00 - 15.05.2024 21:00","21207","21143"
"15.05.2024 21:00 - 15.05.2024 22:00","20768","20534"
"15.05.2024 22:00 - 15.05.2024 23:00","18866","18858"
"15.05.2024 23:00 - 16.05.2024 00:00","17311","17337"
"16.05.2024 00:00 - 16.05.2024 01:00","15902","16091"
"16.05.2024 01:00 - 16.05.2024 02:00","15313","15325"
"16.05.2024 02:00 - 16.05.2024 03:00","14925","14996"
"16.05.2024 03:00 - 16.05.2024 04:00","14984","14951"
"16.05.2024 04:00 - 16.05.2024 05:00","15339","15055"
"16.05.2024 05:00 - 16.05.2024 06:00","16280","15579"
"16.05.2024 06:00 - 16.05.2024 07:00","19008","17961"
"16.05.2024 07:00 - 16.05.2024 08:00","19983","19981"
"16.05.2024 08:00 - 16.05.2024 09:00","20053","20302"
"16.05.2024 09:00 - 16.05.2024 10:00","19742","20054"
"16.05.2024 10:00 - 16.05.2024 11:00","18744","19800"
"16.05.2024 11:00 - 16.05.2024 12:00","18774","20238"
"16.05.2024 12:00 - 16.05.2024 13:00","19066","20324"
"16.05.2024 13:00 - 16.05.2024 14:00","19077","20224"
"16.05.2024 14:00 - 16.05.2024 15:00","18689","19798"
"16.05.2024 15:00 - 16.05.2024 16:00","19161","19606"
"16.05.2024 16:00 - 16.05.2024 17:00","19625","20075"
"16.05.2024 17:00 - 16.05.2024 18:00","19914","20625"
"16.05.2024 18:00 - 16.05.2024 19:00","20375","21022"
"16.05.2024 19:00 - 16.05.2024 20:00","20838","21191"
"16.05.2024 20:00 - 16.05.2024 21:00","21110","21019"
"16.05.2024 21:00 - 16.05.2024 22:00","20685","20366"
"16.05.2024 22:00 - 16.05.2024 23:00","18789","18612"
"16.05.2024 23:00 - 17.05.2024 00:00","17229","17033"
"17.05.2024 00:00 - 17.05.2024 01:00","15825","15868"
"17.05.2024 01:00 - 17.05.2024 02:00","15232","15308"
"17.05.2024 02:00 - 17.05.2024 03:00","14840","14989"
"17.05.2024 03:00 - 17.05.2024 04:00","14898","15044"
"17.05.2024 04:00 - 17.05.2024 05:00","15254","15056"
"17.05.2024 05:00 - 17.05.2024 06:00","16201","15668"
"17.05.2024 06:00 - 17.05.2024 07:00","18938","17939"
"17.05.2024 07:00 - 17.05.2024 08:00","19905","19754"
"17.05.2024 08:00 - 17.05.2024 09:00","19975","20203"
"17.05.2024 09:00 - 17.05.2024 10:00","19669","19727"
"17.05.2024 10:00 - 17.05.2024 11:00","18691","19299"
"17.05.2024 11:00 - 17.05.2024 12:00","18728","19452"
"17.05.2024 12:00 - 17.05.2024 13:00","19029","19506"
"17.05.2024 13:00 - 17.05.2024 14:00","19078","19703"
"17.05.2024 14:00 - 17.05.2024 15:00","18721","19899"
"17.05.2024 15:00 - 17.05.2024 16:00","19209","20334"
"17.05.2024 16:00 - 17.05.2024 17:00","19677","20664"
"17.05.2024 17:00 - 17.05.2024 18:00","19966","21033"
"17.05.2024 18:00 - 17.05.2024 19:00","20415","21236"
"17.05.2024 19:00 - 17.05.2024 20:00","20886","21170"
"17.05.2024 20:00 - 17.05.2024 21:00","21196","20841"
"17.05.2024 21:00 - 17.05.2024 22:00","20811","20107"
"17.05.2024 22:00 - 17.05.2024 23:00","18940","18613"
"17.05.2024 23:00 - 18.05.2024 00:00","17400","17293"
"18.05.2024 00:00 - 18.05.2024 01:00","16194","16051"
"18.05.2024 01:00 - 18.05.2024 02:00","15559","15443"
"18.05.2024 02:00 - 18.05.2024 03:00","15022","14996"
"18.05.2024 03:00 - 18.05.2024 04:00","14932","14905"
"18.05.2024 04:00 - 18.05.2024 05:00","14840","14554"
"18.05.2024 05:00 - 18.05.2024 06:00","14693","14315"
"18.05.2024 06:00 - 18.05.2024 07:00","15977","15512"
"18.05.2024 07:00 - 18.05.2024 08:00","17081","17019"
"18.05.2024 08:00 - 18.05.2024 09:00","17902","17750"
"18.05.2024 09:00 - 18.05.2024 10:00","17872","17807"
"18.05.2024 10:00 - 18.05.2024 11:00","17689","17950"
"18.05.2024 11:00 - 18.05.2024 12:00","17588","18190"
"18.05.2024 12:00 - 18.05.2024 13:00","17578","18660"
"18.05.2024 13:00 - 18.05.2024 14:00","17554","18039"
"18.05.2024 14:00 - 18.05.2024 15:00","17113","17605"
"18.05.2024 15:00 - 18.05.2024 16:00","17278","17640"
"18.05.2024 16:00 - 18.05.2024 17:00","17475","17512"
"18.05.2024 17:00 - 18.05.2024 18:00","17657","18143"
"18.05.2024 18:00 - 18.05.2024 19:00","17858","17938"
"18.05.2024 19:00 - 18.05.2024 20:00","18142","18294"
"18.05.2024 20:00 - 18.05.2024 21:00","18475","18208"
"18.05.2024 21:00 - 18.05.2024 22:00","18424","18120"
"18.05.2024 22:00 - 18.05.2024 23:00","17224","16861"
"18.05.2024 23:00 - 19.05.2024 00:00","16021","15604"
"19.05.2024 00:00 - 19.05.2024 01:00","14842","14557"
"19.05.2024 01:00 - 19.05.2024 02:00","14151","14019"
"19.05.2024 02:00 - 19.05.2024 03:00","13750","13524"
"19.05.2024 03:00 - 19.05.2024 04:00","13600","13267"
"19.05.2024 04:00 - 19.05.2024 05:00","13498","12920"
"19.05.2024 05:00 - 19.05.2024 06:00","13079","12761"
"19.05.2024 06:00 - 19.05.2024 07:00","13891","13293"
"19.05.2024 07:00 - 19.05.2024 08:00","14988","14131"
"19.05.2024 08:00 - 19.05.2024 09:00","15491","15065"
"19.05.2024 09:00 - 19.05.2024 10:00","15864","15380"
"19.05.2024 10:00 - 19.05.2024 11:00","15986","15326"
"19.05.2024 11:00 - 19.05.2024 12:00","16063","15580"
"19.05.2024 12:00 - 19.05.2024 13:00","16072","15656"
"19.05.2024 13:00 - 19.05.2024 14:00","16138","15495"
"19.05.2024 14:00 - 19.05.2024 15:00","15982","15601"
"19.05.2024 15:00 - 19.05.2024 16:00","15987","15844"
"19.05.2024 16:00 - 19.05.2024 17:00","15938","15900"
"19.05.2024 17:00 - 19.05.2024 18:00","16488","16686"
"19.05.2024 18:00 - 19.05.2024 19:00","17059","16887"
"19.05.2024 19:00 - 19.05.2024 20:00","17625","17161"
"19.05.2024 20:00 - 19.05.2024 21:00","17953","17366"
"19.05.2024 21:00 - 19.05.2024 22:00","17949","17413"
"19.05.2024 22:00 - 19.05.2024 23:00","16998","16406"
"19.05.2024 23:00 - 20.05.2024 00:00","15751","15325"
"20.05.2024 00:00 - 20.05.2024 01:00","14476","14461"
"20.05.2024 01:00 - 20.05.2024 02:00","13915","14039"
"20.05.2024 02:00 - 20.05.2024 03:00","13799","13781"
"20.05.2024 03:00 - 20.05.2024 04:00","13869","13858"
"20.05.2024 04:00 - 20.05.2024 05:00","14058","13996"
"20.05.2024 05:00 - 20.05.2024 06:00","14878","14678"
"20.05.2024 06:00 - 20.05.2024 07:00","17876","17828"
"20.05.2024 07:00 - 20.05.2024 08:00","19802","19821"
"20.05.2024 08:00 - 20.05.2024 09:00","20464","20557"
"20.05.2024 09:00 - 20.05.2024 10:00","20428","20581"
"20.05.2024 10:00 - 20.05.2024 11:00","20170","20168"
"20.05.2024 11:00 - 20.05.2024 12:00","20477","20919"
"20.05.2024 12:00 - 20.05.2024 13:00","20618","20935"
"20.05.2024 13:00 - 20.05.2024 14:00","20557","20687"
"20.05.2024 14:00 - 20.05.2024 15:00","20386","20515"
"20.05.2024 15:00 - 20.05.2024 16:00","20543","20360"
"20.05.2024 16:00 - 20.05.2024 17:00","20747","20887"
"20.05.2024 17:00 - 20.05.2024 18:00","21078","21186"
"20.05.2024 18:00 - 20.05.2024 19:00","21365","21477"
"20.05.2024 19:00 - 20.05.2024 20:00","21478","21657"
"20.05.2024 20:00 - 20.05.2024 21:00","21536","21557"
"20.05.2024 21:00 - 20.05.2024 22:00","20905","20822"
"20.05.2024 22:00 - 20.05.2024 23:00","19156","19035"
"20.05.2024 23:00 - 21.05.2024 00:00","17654","17425"
"21.05.2024 00:00 - 21.05.2024 01:00","16653","16207"
"21.05.2024 01:00 - 21.05.2024 02:00","15856","15555"
"21.05.2024 02:00 - 21.05.2024 03:00","15362","15306"
"21.05.2024 03:00 - 21.05.2024 04:00","15366","15351"
"21.05.2024 04:00 - 21.05.2024 05:00","15416","15319"
"21.05.2024 05:00 - 21.05.2024 06:00","16747","15899"
"21.05.2024 06:00 - 21.05.2024 07:00","19593","18633"
"21.05.2024 07:00 - 21.05.2024 08:00","20677","20749"
"21.05.2024 08:00 - 21.05.2024 09:00","20793","21150"
"21.05.2024 09:00 - 21.05.2024 10:00","20550","20866"
"21.05.2024 10:00 - 21.05.2024 11:00","20228","20247"
"21.05.2024 11:00 - 21.05.2024 12:00","20381","20243"
"21.05.2024 12:00 - 21.05.2024 13:00","20522","20425"
"21.05.2024 13:00 - 21.05.2024 14:00","20765","20499"
"21.05.2024 14:00 - 21.05.2024 15:00","20577","20446"
"21.05.2024 15:00 - 21.05.2024 16:00","20493","20616"
"21.05.2024 16:00 - 21.05.2024 17:00","20743","20595"
"21.05.2024 17:00 - 21.05.2024 18:00","21124","20703"
"21.05.2024 18:00 - 21.05.2024 19:00","21484","20957"
"21.05.2024 19:00 - 21.05.2024 20:00","21562","21365"
"21.05.2024 20:00 - 21.05.2024 21:00","21590","21407"
"21.05.2024 21:00 - 21.05.2024 22:00","21396","20624"
"21.05.2024 22:00 - 21.05.2024 23:00","19492","18928"
"21.05.2024 23:00 - 22.05.2024 00:00","17891","17401"
"22.05.2024 00:00 - 22.05.2024 01:00","16524","16121"
"22.05.2024 01:00 - 22.05.2024 02:00","15780","15607"
"22.05.2024 02:00 - 22.05.2024 03:00","15283","15238"
"22.05.2024 03:00 - 22.05.2024 04:00","15286","15168"
"22.05.2024 04:00 - 22.05.2024 05:00","15290","15116"
"22.05.2024 05:00 - 22.05.2024 06:00","16583","15641"
"22.05.2024 06:00 - 22.05.2024 07:00","19381","18174"
"22.05.2024 07:00 - 22.05.2024 08:00","20521","20203"
"22.05.2024 08:00 - 22.05.2024 09:00","20763","20981"
"22.05.2024 09:00 - 22.05.2024 10:00","20524","20861"
"22.05.2024 10:00 - 22.05.2024 11:00","20295","20513"
"22.05.2024 11:00 - 22.05.2024 12:00","20645","20793"
"22.05.2024 12:00 - 22.05.2024 13:00","20664","20886"
"22.05.2024 13:00 - 22.05.2024 14:00","20760","20852"
"22.05.2024 14:00 - 22.05.2024 15:00","20549","20864"
"22.05.2024 15:00 - 22.05.2024 16:00","20945","21360"
"22.05.2024 16:00 - 22.05.2024 17:00","21261","21534"
"22.05.2024 17:00 - 22.05.2024 18:00","21547","21288"
"22.05.2024 18:00 - 22.05.2024 19:00","21733","21224"
"22.05.2024 19:00 - 22.05.2024 20:00","21746","21564"
"22.05.2024 20:00 - 22.05.2024 21:00","21629","21823"
"22.05.2024 21:00 - 22.05.2024 22:00","21529","21067"
"22.05.2024 22:00 - 22.05.2024 23:00","19739","19391"
"22.05.2024 23:00 - 23.05.2024 00:00","18234","17873"
"23.05.2024 00:00 - 23.05.2024 01:00","16575","16683"
"23.05.2024 01:00 - 23.05.2024 02:00","15830","16052"
"23.05.2024 02:00 - 23.05.2024 03:00","15341","15676"
"23.05.2024 03:00 - 23.05.2024 04:00","15350","15711"
"23.05.2024 04:00 - 23.05.2024 05:00","15353","15757"
"23.05.2024 05:00 - 23.05.2024 06:00","16637","16365"
"23.05.2024 06:00 - 23.05.2024 07:00","19679","18870"
"23.05.2024 07:00 - 23.05.2024 08:00","20858","20843"
"23.05.2024 08:00 - 23.05.2024 09:00","21028","21433"
"23.05.2024 09:00 - 23.05.2024 10:00","20906","21627"
"23.05.2024 10:00 - 23.05.2024 11:00","20295","21252"
"23.05.2024 11:00 - 23.05.2024 12:00","20449","21541"
"23.05.2024 12:00 - 23.05.2024 13:00","20463","21431"
"23.05.2024 13:00 - 23.05.2024 14:00","20465","21276"
"23.05.2024 14:00 - 23.05.2024 15:00","20146","21115"
"23.05.2024 15:00 - 23.05.2024 16:00","20485","21545"
"23.05.2024 16:00 - 23.05.2024 17:00","20992","21286"
"23.05.2024 17:00 - 23.05.2024 18:00","21270","21238"
"23.05.2024 18:00 - 23.05.2024 19:00","21438","21163"
"23.05.2024 19:00 - 23.05.2024 20:00","21561","21729"
"23.05.2024 20:00 - 23.05.2024 21:00","21557","21904"
"23.05.2024 21:00 - 23.05.2024 22:00","21460","21292"
"23.05.2024 22:00 - 23.05.2024 23:00","19663","19568"
"23.05.2024 23:00 - 24.05.2024 00:00","18160","18030"
"24.05.2024 00:00 - 24.05.2024 01:00","16732","16903"
"24.05.2024 01:00 - 24.05.2024 02:00","15982","16280"
"24.05.2024 02:00 - 24.05.2024 03:00","15482","15890"
"24.05.2024 03:00 - 24.05.2024 04:00","15481","15872"
"24.05.2024 04:00 - 24.05.2024 05:00","15481","15763"
"24.05.2024 05:00 - 24.05.2024 06:00","16763","16452"
"24.05.2024 06:00 - 24.05.2024 07:00","19883","18845"
"24.05.2024 07:00 - 24.05.2024 08:00","21061","20570"
"24.05.2024 08:00 - 24.05.2024 09:00","21206","21352"
"24.05.2024 09:00 - 24.05.2024 10:00","20997","21160"
"24.05.2024 10:00 - 24.05.2024 11:00","20400","20761"
"24.05.2024 11:00 - 24.05.2024 12:00","20568","20741"
"24.05.2024 12:00 - 24.05.2024 13:00","20582","20606"
"24.05.2024 13:00 - 24.05.2024 14:00","20583","20901"
"24.05.2024 14:00 - 24.05.2024 15:00","20300","21079"
"24.05.2024 15:00 - 24.05.2024 16:00","20677","21181"
"24.05.2024 16:00 - 24.05.2024 17:00","21087","21184"
"24.05.2024 17:00 - 24.05.2024 18:00","21366","21029"
"24.05.2024 18:00 - 24.05.2024 19:00","21542","20968"
"24.05.2024 19:00 - 24.05.2024 20:00","21640","21284"
"24.05.2024 20:00 - 24.05.2024 21:00","21452","21151"
"24.05.2024 21:00 - 24.05.2024 22:00","21333","20398"
"24.05.2024 22:00 - 24.05.2024 23:00","19533","18871"
"24.05.2024 23:00 - 25.05.2024 00:00","18031","17619"
"25.05.2024 00:00 - 25.05.2024 01:00","16627","16442"
"25.05.2024 01:00 - 25.05.2024 02:00","15830","15752"
"25.05.2024 02:00 - 25.05.2024 03:00","15290","15312"
"25.05.2024 03:00 - 25.05.2024 04:00","15151","15174"
"25.05.2024 04:00 - 25.05.2024 05:00","14863","14962"
"25.05.2024 05:00 - 25.05.2024 06:00","14811","14856"
"25.05.2024 06:00 - 25.05.2024 07:00","16490","15693"
"25.05.2024 07:00 - 25.05.2024 08:00","17708","16964"
"25.05.2024 08:00 - 25.05.2024 09:00","18149","18139"
"25.05.2024 09:00 - 25.05.2024 10:00","18177","18453"
"25.05.2024 10:00 - 25.05.2024 11:00","18264","18269"
"25.05.2024 11:00 - 25.05.2024 12:00","18467","18231"
"25.05.2024 12:00 - 25.05.2024 13:00","18614","18052"
"25.05.2024 13:00 - 25.05.2024 14:00","18682","17889"
"25.05.2024 14:00 - 25.05.2024 15:00","17988","17558"
"25.05.2024 15:00 - 25.05.2024 16:00","17919","17810"
"25.05.2024 16:00 - 25.05.2024 17:00","18089","17822"
"25.05.2024 17:00 - 25.05.2024 18:00","18249","18148"
"25.05.2024 18:00 - 25.05.2024 19:00","18409","18097"
"25.05.2024 19:00 - 25.05.2024 20:00","18662","18284"
"25.05.2024 20:00 - 25.05.2024 21:00","18696","18467"
"25.05.2024 21:00 - 25.05.2024 22:00","18443","18354"
"25.05.2024 22:00 - 25.05.2024 23:00","17391","17345"
"25.05.2024 23:00 - 26.05.2024 00:00","16141","16036"
"26.05.2024 00:00 - 26.05.2024 01:00","14814","14743"
"26.05.2024 01:00 - 26.05.2024 02:00","14219","14183"
"26.05.2024 02:00 - 26.05.2024 03:00","13672","13728"
"26.05.2024 03:00 - 26.05.2024 04:00","13373","13502"
"26.05.2024 04:00 - 26.05.2024 05:00","13221","13139"
"26.05.2024 05:00 - 26.05.2024 06:00","12900","12969"
"26.05.2024 06:00 - 26.05.2024 07:00","13662","13204"
"26.05.2024 07:00 - 26.05.2024 08:00","14721","14191"
"26.05.2024 08:00 - 26.05.2024 09:00","15155","15126"
"26.05.2024 09:00 - 26.05.2024 10:00","15370","15581"
"26.05.2024 10:00 - 26.05.2024 11:00","15487","15684"
"26.05.2024 11:00 - 26.05.2024 12:00","15496","15596"
"26.05.2024 12:00 - 26.05.2024 13:00","15467","15786"
"26.05.2024 13:00 - 26.05.2024 14:00","15500","16091"
"26.05.2024 14:00 - 26.05.2024 15:00","15377","15962"
"26.05.2024 15:00 - 26.05.2024 16:00","15597","16019"
"26.05.2024 16:00 - 26.05.2024 17:00","15824","15906"
"26.05.2024 17:00 - 26.05.2024 18:00","16570","16494"
"26.05.2024 18:00 - 26.05.2024 19:00","17107","17202"
"26.05.2024 19:00 - 26.05.2024 20:00","17422","17500"
"26.05.2024 20:00 - 26.05.2024 21:00","17588","17429"
"26.05.2024 21:00 - 26.05.2024 22:00","17656","17498"
"26.05.2024 22:00 - 26.05.2024 23:00","16687","16711"
"26.05.2024 23:00 - 27.05.2024 00:00","15521","15509"
"27.05.2024 00:00 - 27.05.2024 01:00","14489","14456"
"27.05.2024 01:00 - 27.05.2024 02:00","13980","13991"
"27.05.2024 02:00 - 27.05.2024 03:00","13826","13773"
"27.05.2024 03:00 - 27.05.2024 04:00","13832","13653"
"27.05.2024 04:00 - 27.05.2024 05:00","14040","13718"
"27.05.2024 05:00 - 27.05.2024 06:00","16129","14492"
"27.05.2024 06:00 - 27.05.2024 07:00","19394","17461"
"27.05.2024 07:00 - 27.05.2024 08:00","20616","19722"
"27.05.2024 08:00 - 27.05.2024 09:00","21015","20647"
"27.05.2024 09:00 - 27.05.2024 10:00","20784","20583"
"27.05.2024 10:00 - 27.05.2024 11:00","20345","20072"
"27.05.2024 11:00 - 27.05.2024 12:00","20409","19930"
"27.05.2024 12:00 - 27.05.2024 13:00","20356","19958"
"27.05.2024 13:00 - 27.05.2024 14:00","20398","19561"
"27.05.2024 14:00 - 27.05.2024 15:00","20462","19478"
"27.05.2024 15:00 - 27.05.2024 16:00","20661","19799"
"27.05.2024 16:00 - 27.05.2024 17:00","20900","20405"
"27.05.2024 17:00 - 27.05.2024 18:00","21138","20772"
"27.05.2024 18:00 - 27.05.2024 19:00","21511","20960"
"27.05.2024 19:00 - 27.05.2024 20:00","21640","21520"
"27.05.2024 20:00 - 27.05.2024 21:00","21662","21540"
"27.05.2024 21:00 - 27.05.2024 22:00","21548","20772"
"27.05.2024 22:00 - 27.05.2024 23:00","19691","18915"
"27.05.2024 23:00 - 28.05.2024 00:00","18130","17301"
"28.05.2024 00:00 - 28.05.2024 01:00","16676","16321"
"28.05.2024 01:00 - 28.05.2024 02:00","16018","15664"
"28.05.2024 02:00 - 28.05.2024 03:00","15564","15319"
"28.05.2024 03:00 - 28.05.2024 04:00","15560","15217"
"28.05.2024 04:00 - 28.05.2024 05:00","15857","15075"
"28.05.2024 05:00 - 28.05.2024 06:00","16896","15722"
"28.05.2024 06:00 - 28.05.2024 07:00","19960","18256"
"28.05.2024 07:00 - 28.05.2024 08:00","21020","20347"
"28.05.2024 08:00 - 28.05.2024 09:00","21275","21112"
"28.05.2024 09:00 - 28.05.2024 10:00","21057","20870"
"28.05.2024 10:00 - 28.05.2024 11:00","20580","20597"
"28.05.2024 11:00 - 28.05.2024 12:00","20591","20814"
"28.05.2024 12:00 - 28.05.2024 13:00","20596","20868"
"28.05.2024 13:00 - 28.05.2024 14:00","20652","20818"
"28.05.2024 14:00 - 28.05.2024 15:00","20595","20812"
"28.05.2024 15:00 - 28.05.2024 16:00","20797","20925"
"28.05.2024 16:00 - 28.05.2024 17:00","20993","20877"
"28.05.2024 17:00 - 28.05.2024 18:00","21203","20975"
"28.05.2024 18:00 - 28.05.2024 19:00","21345","21328"
"28.05.2024 19:00 - 28.05.2024 20:00","21763","21745"
"28.05.2024 20:00 - 28.05.2024 21:00","21806","21615"
"28.05.2024 21:00 - 28.05.2024 22:00","21563","20812"
"28.05.2024 22:00 - 28.05.2024 23:00","19669","19289"
"28.05.2024 23:00 - 29.05.2024 00:00","18074","17814"
"29.05.2024 00:00 - 29.05.2024 01:00","16599","16745"
"29.05.2024 01:00 - 29.05.2024 02:00","15908","16125"
"29.05.2024 02:00 - 29.05.2024 03:00","15463","15766"
"29.05.2024 03:00 - 29.05.2024 04:00","15471","15692"
"29.05.2024 04:00 - 29.05.2024 05:00","15478","15766"
"29.05.2024 05:00 - 29.05.2024 06:00","16916","16484"
"29.05.2024 06:00 - 29.05.2024 07:00","20041","18817"
"29.05.2024 07:00 - 29.05.2024 08:00","21116","20426"
"29.05.2024 08:00 - 29.05.2024 09:00","21420","21088"
"29.05.2024 09:00 - 29.05.2024 10:00","21214","21096"
